CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance
11506,60,Nicholas,Brown,23-Apr-80,S,M,"$60,000.00",0,Graduate Degree,Skilled Manual,0,0,0-1 Miles
11507,69,Isabella,Russell,17-Apr-80,S,F,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11508,626,Elizabeth,Wilson,17-Sep-65,S,F,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11509,347,Roger,Harui,04-Mar-76,M,F,"$30,000.00",0,Bachelors,Skilled Manual,1,1,5-10 Miles
11510,54,Seth,Roberts,13-Oct-77,M,M,"$30,000.00",0,Bachelors,Skilled Manual,1,1,1-2 Miles
11511,543,Caleb,Perry,26-May-68,M,M,"$30,000.00",0,Bachelors,Skilled Manual,1,1,2-5 Miles
11512,59,Natalie,Campbell,24-May-71,S,F,"$20,000.00",0,Partial High School,Manual,1,2,1-2 Miles
11513,62,Alyssa,Howard,19-Nov-74,S,F,"$20,000.00",0,Partial High School,Manual,0,2,1-2 Miles
11514,642,Dalton,Diaz,28-Mar-86,M,M,"$30,000.00",0,High School,Clerical,1,1,2-5 Miles
11515,301,Shannon,Huang,13-Jan-89,M,F,"$30,000.00",0,High School,Clerical,1,1,2-5 Miles
11516,310,Mya,Gonzales,05-May-88,M,F,"$30,000.00",0,High School,Clerical,1,1,2-5 Miles
11517,355,Katherine,Bryant,21-Dec-62,M,F,"$40,000.00",0,Partial College,Clerical,1,1,0-1 Miles
11518,545,Edward,Washington,13-Aug-94,M,M,"$40,000.00",0,Partial College,Clerical,1,1,0-1 Miles
11519,49,Jerome,Navarro,10-Sep-75,M,M,"$40,000.00",0,Partial College,Clerical,1,1,1-2 Miles
11520,60,Jada,Morgan,24-Apr-69,M,F,"$40,000.00",0,Partial College,Clerical,1,1,0-1 Miles
11521,644,Ariana,Peterson,19-May-61,M,F,"$40,000.00",0,Partial College,Clerical,1,1,0-1 Miles
11522,546,Christian,Hughes,10-Oct-71,M,M,"$80,000.00",0,Graduate Degree,Skilled Manual,1,0,0-1 Miles
11523,54,Lucas,Taylor,16-Jun-96,M,M,"$40,000.00",0,Partial College,Clerical,1,1,0-1 Miles
11524,374,Alyssa,Jackson,04-May-62,M,F,"$40,000.00",0,Partial College,Clerical,1,1,1-2 Miles
11525,543,Ariana,Cook,08-Oct-64,M,F,"$40,000.00",0,Partial College,Clerical,1,1,0-1 Miles
11526,70,Katherine,Diaz,15-Aug-88,M,F,"$40,000.00",0,Partial College,Clerical,1,1,1-2 Miles
11527,361,Jenna,Green,08-Dec-66,M,F,"$40,000.00",0,Partial College,Clerical,1,1,1-2 Miles
11528,325,Joan,Washington,04-Jun-68,M,F,"$40,000.00",0,Partial College,Clerical,1,1,1-2 Miles
11529,547,Austin,Bryant,22-Nov-70,M,M,"$40,000.00",0,Partial College,Clerical,1,1,1-2 Miles
11530,54,Andrew,Martinez,23-Dec-78,M,M,"$40,000.00",0,Partial College,Clerical,1,1,1-2 Miles
11531,300,Nina,Yuan,22-Dec-64,M,F,"$40,000.00",0,Partial College,Clerical,1,1,0-1 Miles
11532,634,Lauren,Miller,30-Apr-76,M,F,"$40,000.00",0,Partial College,Clerical,1,1,1-2 Miles
11533,280,Ebony,Gill,24-Apr-66,M,F,"$40,000.00",0,Partial College,Clerical,1,1,1-2 Miles
11534,337,Cameron,Lewis,31-May-89,S,M,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11535,543,Devin,Nelson,30-Nov-69,M,M,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,0-1 Miles
11536,322,Logan,Chow,04-Apr-82,M,M,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11537,310,Dakota,Ross,10-Aug-94,M,M,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,0-1 Miles
11538,352,Nicole,Taylor,23-May-65,S,F,"$60,000.00",0,Graduate Degree,Skilled Manual,0,0,0-1 Miles
11539,311,Justin,Washington,09-Jul-84,M,M,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11540,312,Alberto,Navarro,15-Sep-92,S,M,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11541,547,Aidan,Ross,05-Mar-61,S,M,"$60,000.00",0,Graduate Degree,Skilled Manual,0,0,0-1 Miles
11542,278,Alejandro,Tang,06-Apr-85,S,M,"$20,000.00",1,Partial College,Manual,0,0,0-1 Miles
11543,201,Sheena,Chande,14-May-78,M,F,"$20,000.00",1,Partial College,Manual,1,1,2-5 Miles
11544,127,Joel,Garcia,09-Nov-78,M,M,"$30,000.00",0,Bachelors,Clerical,1,0,1-2 Miles
11545,200,Reginald,Dominguez,21-Jul-90,M,M,"$30,000.00",0,Bachelors,Clerical,1,0,0-1 Miles
11546,189,Christine,Chande,26-Jan-72,M,F,"$30,000.00",1,Bachelors,Clerical,1,0,2-5 Miles
11547,201,Cindy,Sai,11-Feb-77,M,F,"$40,000.00",0,Graduate Degree,Clerical,1,0,0-1 Miles
11548,230,Raymond,Sanchez,12-Jul-83,S,M,"$40,000.00",0,Graduate Degree,Clerical,1,0,0-1 Miles
11549,257,Crystal,Liang,23-May-61,M,F,"$40,000.00",0,Bachelors,Clerical,1,0,0-1 Miles
11550,263,Deb,Torres,08-Jun-94,S,F,"$40,000.00",0,Bachelors,Clerical,1,0,0-1 Miles
11551,215,Shannon,Alvarez,07-Sep-62,S,M,"$10,000.00",3,High School,Manual,1,1,0-1 Miles
11552,135,Eddie,Rubio,31-Aug-74,S,M,"$20,000.00",1,Partial College,Manual,0,1,1-2 Miles
11553,266,Sharon,Luo,20-May-61,M,F,"$20,000.00",1,Partial College,Manual,1,1,2-5 Miles
11554,224,Sydney,Simmons,13-Sep-91,S,F,"$10,000.00",0,High School,Manual,1,2,0-1 Miles
11555,237,Alexandria,Henderson,07-Dec-94,M,F,"$40,000.00",0,Bachelors,Clerical,1,0,0-1 Miles
11556,271,Lucas,Evans,13-Aug-93,M,M,"$20,000.00",1,Partial College,Manual,1,1,2-5 Miles
11557,278,Felicia,Ramos,13-Oct-68,S,F,"$30,000.00",1,Bachelors,Clerical,0,0,1-2 Miles
11558,276,Ivan,Malhotra,25-Nov-92,S,M,"$30,000.00",1,Bachelors,Clerical,0,0,0-1 Miles
11559,161,Frederick,Subram,14-Apr-67,S,M,"$30,000.00",1,Bachelors,Clerical,0,1,0-1 Miles
11560,248,Whitney,Srini,23-Sep-66,S,F,"$30,000.00",1,Bachelors,Clerical,0,1,1-2 Miles
11561,159,Briana,Dominguez,09-Dec-94,S,F,"$10,000.00",5,Partial High School,Manual,1,2,0-1 Miles
11562,158,Jarrod,Gonzalez,17-Jan-87,M,M,"$20,000.00",1,High School,Manual,1,1,2-5 Miles
11563,247,Cesar,Srini,16-Sep-94,S,M,"$20,000.00",1,High School,Manual,0,1,2-5 Miles
11564,146,Jorge,Liang,10-Aug-60,S,M,"$20,000.00",1,High School,Manual,0,2,0-1 Miles
11565,229,Erik,Diaz,05-Jun-73,S,M,"$20,000.00",2,High School,Manual,1,0,0-1 Miles
11566,226,April,Shan,27-Jun-67,M,F,"$40,000.00",0,Bachelors,Clerical,1,0,0-1 Miles
11567,165,Carla,Perez,11-May-69,M,F,"$40,000.00",0,Bachelors,Clerical,1,0,0-1 Miles
11568,236,Alexia,Foster,31-May-60,S,F,"$20,000.00",2,High School,Manual,1,0,0-1 Miles
11569,274,Troy,Malhotra,20-Jun-63,M,M,"$30,000.00",1,Bachelors,Clerical,1,1,2-5 Miles
11570,124,Kristin,Andersen,13-Mar-79,M,F,"$30,000.00",1,Bachelors,Skilled Manual,1,2,0-1 Miles
11571,183,Joel,Sai,21-Jun-88,M,M,"$30,000.00",1,Bachelors,Skilled Manual,1,2,0-1 Miles
11572,186,Billy,Moreno,30-Mar-69,M,M,"$30,000.00",1,Bachelors,Skilled Manual,1,2,0-1 Miles
11573,276,Meagan,Subram,24-Sep-70,S,F,"$20,000.00",2,High School,Manual,1,1,0-1 Miles
11574,274,Karla,Luo,21-Apr-76,S,F,"$20,000.00",2,High School,Manual,1,1,0-1 Miles
11575,243,Jackson,Campbell,08-Apr-99,S,M,"$20,000.00",2,High School,Manual,1,2,0-1 Miles
11576,185,Micah,Zhu,28-Jun-70,M,M,"$30,000.00",1,Bachelors,Skilled Manual,1,2,0-1 Miles
11577,194,Janet,Serrano,05-Jun-70,M,F,"$30,000.00",1,Bachelors,Skilled Manual,1,2,0-1 Miles
11578,222,Trisha,Huang,26-Nov-62,S,F,"$10,000.00",2,Partial High School,Manual,1,2,0-1 Miles
11579,272,Clayton,Beck,29-Sep-87,S,M,"$20,000.00",3,High School,Manual,1,1,0-1 Miles
11580,230,Melvin,Raje,09-Sep-66,M,M,"$30,000.00",0,Bachelors,Skilled Manual,1,1,2-5 Miles
11581,193,Cindy,Jordan,19-Oct-69,M,F,"$40,000.00",0,Bachelors,Professional,1,0,0-1 Miles
11582,222,Claudia,Ma,14-Dec-96,S,F,"$30,000.00",2,Partial College,Clerical,1,0,0-1 Miles
11583,207,Karla,Xu,25-Jun-87,S,F,"$30,000.00",2,Partial College,Clerical,1,0,0-1 Miles
11584,171,Devin,Carter,30-Jul-83,M,M,"$40,000.00",0,Bachelors,Skilled Manual,1,0,0-1 Miles
11585,231,Kari,Perez,03-Jan-93,M,F,"$40,000.00",0,Bachelors,Skilled Manual,1,0,0-1 Miles
11586,278,Alberto,Romero,29-Jun-73,M,M,"$40,000.00",0,Bachelors,Skilled Manual,1,0,0-1 Miles
11587,184,Kevin,Bryant,22-Nov-73,S,M,"$30,000.00",2,Partial College,Clerical,1,2,0-1 Miles
11588,223,Candace,Mehta,20-Mar-69,M,F,"$30,000.00",2,Partial College,Clerical,0,2,0-1 Miles
11589,257,Ebony,Malhotra,06-Aug-64,M,F,"$40,000.00",0,Bachelors,Skilled Manual,1,0,0-1 Miles
11590,221,Erika,Diaz,30-Sep-83,S,F,"$30,000.00",2,Partial College,Clerical,1,2,0-1 Miles
11591,209,Stacey,Lu,05-Nov-63,S,F,"$30,000.00",3,Partial College,Clerical,1,0,0-1 Miles
11592,198,Darrell,Raji,20-Sep-74,S,M,"$20,000.00",0,High School,Manual,0,1,2-5 Miles
11593,183,Armando,Moreno,18-Nov-78,S,M,"$20,000.00",0,High School,Manual,1,1,2-5 Miles
11594,213,Corey,Goel,28-Dec-90,S,M,"$20,000.00",4,High School,Manual,1,2,0-1 Miles
11595,117,Sebastian,Howard,15-Feb-67,S,M,"$20,000.00",5,High School,Manual,1,3,0-1 Miles
11596,267,Roger,Raje,14-Jun-63,M,M,"$40,000.00",0,Bachelors,Skilled Manual,1,0,0-1 Miles
11597,225,Janelle,Chandra,23-Feb-98,S,F,"$30,000.00",3,Partial College,Clerical,1,2,0-1 Miles
11598,174,Meredith,Ruiz,14-Apr-75,S,F,"$30,000.00",3,Partial College,Clerical,1,3,0-1 Miles
11599,211,Melody,Diaz,20-Feb-65,S,F,"$20,000.00",0,High School,Manual,0,1,1-2 Miles
11600,218,Linda,Rubio,08-Aug-94,S,F,"$30,000.00",0,Partial College,Clerical,0,1,2-5 Miles
11601,209,Ivan,Raman,24-Feb-65,S,M,"$30,000.00",0,Partial College,Clerical,1,1,2-5 Miles
11602,135,Larry,Gill,14-Oct-83,S,M,"$30,000.00",0,Partial College,Clerical,0,1,2-5 Miles
11603,244,Geoffrey,Gonzalez,04-Feb-86,S,M,"$30,000.00",0,Partial College,Clerical,0,1,0-1 Miles
11604,275,Edgar,Sanchez,15-Apr-86,S,M,"$30,000.00",0,Partial College,Clerical,1,1,2-5 Miles
11605,176,Heidi,Subram,26-May-98,S,F,"$20,000.00",0,High School,Manual,0,1,1-2 Miles
11606,212,Melody,Ramos,10-Sep-66,S,F,"$10,000.00",0,Partial High School,Manual,0,2,0-1 Miles
11607,202,Clinton,Moreno,22-Apr-78,S,M,"$20,000.00",0,High School,Manual,1,1,2-5 Miles
11608,217,Cesar,Madan,22-Jun-61,S,M,"$20,000.00",0,High School,Manual,0,1,5-10 Miles
11609,277,Eugene,Ye,17-Jan-62,S,M,"$30,000.00",0,Partial College,Clerical,0,1,0-1 Miles
11610,269,Blake,Collins,20-Jan-88,S,M,"$30,000.00",0,Partial College,Clerical,0,1,0-1 Miles
11611,183,Ernest,Lin,12-Jul-98,M,M,"$20,000.00",0,Partial High School,Manual,0,1,2-5 Miles
11612,230,Keith,Andersen,13-Jun-87,S,M,"$20,000.00",0,Partial High School,Manual,0,2,0-1 Miles
11613,158,Meredith,Prasad,20-Jun-90,S,F,"$30,000.00",0,Partial College,Clerical,0,1,0-1 Miles
11614,172,Katrina,Sharma,27-Mar-66,S,F,"$30,000.00",0,Partial College,Clerical,0,1,2-5 Miles
11615,242,Dwayne,Navarro,19-Oct-93,M,M,"$40,000.00",1,Bachelors,Skilled Manual,1,0,1-2 Miles
11616,260,Casey,Nath,03-Dec-66,M,F,"$40,000.00",1,Bachelors,Skilled Manual,1,0,1-2 Miles
11617,326,Sean,Brooks,29-Dec-95,S,M,"$60,000.00",0,Graduate Degree,Skilled Manual,0,0,0-1 Miles
11618,49,Brian,Ramirez,11-Feb-88,M,M,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11619,69,Sierra,Young,12-Apr-87,S,F,"$50,000.00",0,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11620,609,Megan,Rodriguez,16-Feb-66,S,F,"$50,000.00",0,Graduate Degree,Skilled Manual,1,0,0-1 Miles
11621,611,Leah,She,26-Jul-88,S,F,"$50,000.00",0,Graduate Degree,Skilled Manual,0,0,0-1 Miles
11622,623,Gabriel,Allen,15-May-84,M,M,"$50,000.00",0,Graduate Degree,Skilled Manual,1,0,0-1 Miles
11623,322,Angela,Perry,04-Oct-60,S,F,"$50,000.00",0,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11624,339,Ryan,Smith,12-Aug-79,S,M,"$50,000.00",0,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11625,352,Zachary,Moore,03-Sep-75,M,M,"$50,000.00",0,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11626,360,Destiny,Rogers,23-Nov-89,M,F,"$50,000.00",0,Graduate Degree,Skilled Manual,1,0,0-1 Miles
11627,372,Dalton,Gray,16-Oct-92,M,M,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,0-1 Miles
11628,298,Mariah,Wood,30-May-63,S,F,"$40,000.00",0,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11629,345,Isaiah,Wright,05-Jul-92,S,M,"$40,000.00",4,High School,Skilled Manual,1,3,10+ Miles
11630,637,Haley,Powell,06-May-80,M,F,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,0-1 Miles
11631,52,Antonio,Bennett,29-Oct-84,M,M,"$60,000.00",1,Graduate Degree,Skilled Manual,1,0,0-1 Miles
11632,51,Alexandra,Jenkins,09-Nov-63,M,F,"$60,000.00",1,Graduate Degree,Skilled Manual,1,0,1-2 Miles
11633,612,Thomas,Anderson,08-Mar-91,M,M,"$40,000.00",1,Bachelors,Skilled Manual,1,0,0-1 Miles
11634,633,Samuel,Collins,02-Jun-75,M,M,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,2-5 Miles
11635,300,Darrell,Chande,21-Dec-83,M,M,"$60,000.00",0,Graduate Degree,Skilled Manual,1,0,2-5 Miles
11636,314,Kimberly,Cox,14-Sep-94,S,F,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11637,338,Morgan,Hernandez,01-Feb-92,M,F,"$70,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11638,339,Antonio,Powell,09-Apr-63,M,M,"$70,000.00",0,Graduate Degree,Professional,1,0,0-1 Miles
11639,339,Angelica,Perry,15-Feb-77,M,F,"$70,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11640,51,Chloe,Wilson,17-Feb-71,M,F,"$50,000.00",1,Bachelors,Skilled Manual,1,0,2-5 Miles
11641,49,James,Chen,30-Jul-62,M,M,"$50,000.00",1,Bachelors,Skilled Manual,1,0,0-1 Miles
11642,59,Morgan,Hughes,05-Jun-61,M,F,"$50,000.00",1,Bachelors,Skilled Manual,1,1,2-5 Miles
11643,612,Naomi,Munoz,14-Mar-81,M,F,"$50,000.00",1,Bachelors,Skilled Manual,1,1,2-5 Miles
11644,634,Charles,Torres,08-Dec-81,S,M,"$40,000.00",2,Bachelors,Skilled Manual,1,0,2-5 Miles
11645,548,Gabriella,Turner,27-Feb-74,S,F,"$40,000.00",2,Bachelors,Skilled Manual,1,0,2-5 Miles
11646,612,Anna,Foster,11-Aug-67,S,F,"$40,000.00",2,Bachelors,Skilled Manual,1,0,2-5 Miles
11647,49,Randy,Wu,11-Sep-74,S,M,"$40,000.00",2,Bachelors,Skilled Manual,0,0,0-1 Miles
11648,307,Kevin,Scott,06-Apr-95,S,M,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11649,345,Ian,White,26-Feb-63,M,M,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11650,325,Caleb,Hayes,10-Mar-77,M,M,"$60,000.00",0,Graduate Degree,Professional,1,0,0-1 Miles
11651,49,Patricia,Garcia,24-Mar-75,M,F,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11652,68,Samuel,Russell,05-Aug-88,M,M,"$60,000.00",0,Graduate Degree,Professional,1,0,0-1 Miles
11653,543,Sydney,Peterson,14-Jun-81,S,F,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11654,298,Ariana,Sanchez,31-Oct-89,M,F,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11655,311,Tamara,Sharma,16-Nov-73,S,F,"$70,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11656,329,Katelyn,Perez,10-Oct-97,M,F,"$70,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11657,347,Megan,Cox,01-Nov-68,M,F,"$70,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11658,348,Robert,Mitchell,13-Jan-93,M,M,"$60,000.00",0,Graduate Degree,Professional,1,0,0-1 Miles
11659,66,Miguel,Adams,07-Oct-80,S,M,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11660,60,Miranda,Gonzales,04-Dec-67,M,F,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11661,49,Jeremiah,James,04-Jul-81,S,M,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11662,545,Ethan,Kumar,15-Dec-98,S,M,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11663,644,Seth,Williams,09-Oct-61,M,M,"$70,000.00",0,Graduate Degree,Professional,1,0,0-1 Miles
11664,302,Alyssa,Morgan,29-Mar-85,S,F,"$70,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11665,307,Janet,Dominguez,23-Sep-74,M,F,"$70,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11666,374,Angel,Baker,10-Jul-61,M,M,"$80,000.00",0,Graduate Degree,Professional,1,0,0-1 Miles
11667,644,Blake,Moore,29-Jun-70,M,M,"$70,000.00",2,Bachelors,Skilled Manual,1,1,2-5 Miles
11668,300,Jada,Collins,18-Jan-91,S,F,"$70,000.00",2,Bachelors,Skilled Manual,1,1,2-5 Miles
11669,642,Isabella,Simmons,28-Sep-63,S,F,"$70,000.00",2,Bachelors,Skilled Manual,1,1,2-5 Miles
11670,326,Jacqueline,Perry,19-Jan-64,S,F,"$70,000.00",2,Bachelors,Skilled Manual,1,1,2-5 Miles
11671,316,Jessica,Brown,28-Jan-74,S,F,"$60,000.00",3,Bachelors,Skilled Manual,0,0,0-1 Miles
11672,300,Chad,Jai,20-Dec-89,M,M,"$60,000.00",3,Bachelors,Skilled Manual,1,1,2-5 Miles
11673,612,Susan,Ye,04-Jul-78,S,F,"$60,000.00",3,Bachelors,Skilled Manual,1,1,0-1 Miles
11674,385,Morgan,Rogers,18-Mar-61,M,F,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11675,616,Devin,Martinez,06-Feb-94,S,M,"$70,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11676,475,Alan,Hu,14-Sep-87,M,M,"$80,000.00",0,Graduate Degree,Professional,1,0,0-1 Miles
11677,50,Charles,Walker,19-May-80,S,M,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11678,654,Johnny,Chavez,09-Nov-87,M,M,"$70,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11679,633,Dalton,Richardson,11-Dec-80,M,M,"$70,000.00",5,Graduate Degree,Professional,1,2,2-5 Miles
11680,634,Kaylee,Nelson,19-Feb-67,M,F,"$70,000.00",5,Graduate Degree,Professional,1,2,0-1 Miles
11681,641,Abigail,Jones,15-Dec-72,M,F,"$70,000.00",5,Graduate Degree,Professional,1,2,2-5 Miles
11682,642,Kaitlyn,Hall,19-May-64,M,F,"$70,000.00",5,Graduate Degree,Professional,0,2,0-1 Miles
11683,316,Greg,Taylor,05-Feb-79,M,M,"$80,000.00",0,Graduate Degree,Professional,1,0,0-1 Miles
11684,634,Devin,Parker,08-Mar-88,S,M,"$40,000.00",0,Bachelors,Professional,0,1,2-5 Miles
11685,545,Jose,Griffin,12-Jul-72,M,M,"$40,000.00",0,Bachelors,Professional,0,1,0-1 Miles
11686,325,Luke,Edwards,31-May-68,S,M,"$40,000.00",0,Bachelors,Professional,0,1,2-5 Miles
11687,331,Cody,Torres,08-Jun-64,S,M,"$40,000.00",0,Bachelors,Professional,0,1,0-1 Miles
11688,638,Victoria,Morris,10-Aug-85,S,F,"$80,000.00",3,Bachelors,Skilled Manual,1,2,2-5 Miles
11689,614,Ian,Diaz,22-Dec-93,M,M,"$80,000.00",3,Bachelors,Skilled Manual,1,2,2-5 Miles
11690,632,Caroline,Butler,14-Feb-66,M,F,"$60,000.00",0,Graduate Degree,Professional,1,0,2-5 Miles
11691,329,Kaitlyn,Wilson,05-Mar-68,S,F,"$40,000.00",0,Bachelors,Professional,0,1,2-5 Miles
11692,301,Caleb,Gonzales,08-Jul-82,M,M,"$40,000.00",0,Bachelors,Professional,0,1,0-1 Miles
11693,50,Hailey,Diaz,25-Apr-94,S,F,"$50,000.00",4,Bachelors,Skilled Manual,0,2,0-1 Miles
11694,310,Jonathon,Ortega,27-Dec-67,M,M,"$50,000.00",4,Bachelors,Skilled Manual,1,4,10+ Miles
11695,300,Logan,Campbell,03-Nov-74,M,M,"$50,000.00",5,Bachelors,Skilled Manual,1,3,5-10 Miles
11696,642,Mackenzie,Campbell,05-Apr-60,S,F,"$50,000.00",5,Bachelors,Skilled Manual,1,3,5-10 Miles
11697,348,Eduardo,Lee,01-Jul-87,M,M,"$50,000.00",2,Bachelors,Skilled Manual,1,2,0-1 Miles
11698,53,Jackson,Wright,21-Mar-97,M,M,"$50,000.00",2,Bachelors,Skilled Manual,1,2,2-5 Miles
11699,644,Chase,Peterson,23-Aug-61,S,M,"$60,000.00",2,Bachelors,Skilled Manual,0,2,0-1 Miles
11700,385,Xavier,Richardson,08-Jul-87,S,M,"$60,000.00",2,Bachelors,Professional,0,2,0-1 Miles
11701,347,David,Hayes,05-Dec-88,M,M,"$60,000.00",2,Bachelors,Professional,1,2,2-5 Miles
11702,302,Jenny,Zhou,08-Oct-99,S,F,"$60,000.00",2,Bachelors,Professional,1,2,0-1 Miles
11703,331,Kaylee,Baker,29-Dec-65,S,F,"$60,000.00",0,Bachelors,Professional,0,1,0-1 Miles
11704,368,Evan,Hernandez,14-Jun-70,S,M,"$60,000.00",0,Bachelors,Professional,0,1,2-5 Miles
11705,385,Brooke,Richardson,10-Jun-77,S,F,"$60,000.00",2,Graduate Degree,Professional,1,0,2-5 Miles
11706,302,Blake,Perez,30-Nov-95,M,M,"$60,000.00",2,Bachelors,Professional,1,2,2-5 Miles
11707,385,Natalie,Cook,11-Nov-63,S,F,"$60,000.00",2,Bachelors,Professional,1,3,0-1 Miles
11708,336,Elizabeth,Weisman,31-Oct-84,S,F,"$60,000.00",2,Bachelors,Professional,1,3,2-5 Miles
11709,69,Hailey,Collins,25-Oct-63,S,F,"$60,000.00",2,Graduate Degree,Professional,0,0,0-1 Miles
11710,331,Zoe,Ramirez,06-May-88,M,F,"$40,000.00",2,High School,Skilled Manual,1,2,2-5 Miles
11711,54,Daniel,Davis,13-May-85,S,M,"$70,000.00",0,Bachelors,Professional,0,1,0-1 Miles
11712,50,Shelby,Rogers,04-Sep-90,M,F,"$70,000.00",0,Partial College,Skilled Manual,1,1,2-5 Miles
11713,623,Kyle,Zhang,18-May-67,M,M,"$70,000.00",0,Partial College,Skilled Manual,1,1,0-1 Miles
11714,359,Alexandria,Long,22-Jul-74,M,F,"$70,000.00",0,Partial College,Skilled Manual,1,1,2-5 Miles
11715,361,Chloe,Robinson,27-Aug-75,M,F,"$70,000.00",0,Partial College,Skilled Manual,1,1,2-5 Miles
11716,314,Evan,Kelly,25-Dec-90,S,M,"$40,000.00",2,High School,Skilled Manual,1,2,2-5 Miles
11717,539,Marcus,Jones,28-Jun-61,M,M,"$60,000.00",0,Partial College,Skilled Manual,0,1,0-1 Miles
11718,546,Sarah,Jones,07-Mar-66,M,F,"$60,000.00",0,Partial College,Skilled Manual,1,1,0-1 Miles
11719,49,Blake,Green,15-Feb-65,M,M,"$40,000.00",2,High School,Skilled Manual,1,2,2-5 Miles
11720,359,Morgan,Morris,20-Jun-68,M,F,"$40,000.00",2,High School,Skilled Manual,1,2,2-5 Miles
11721,336,Jennifer,Alexander,03-Apr-98,M,F,"$40,000.00",2,High School,Skilled Manual,1,2,0-1 Miles
11722,609,Julian,Hughes,06-Apr-87,M,M,"$60,000.00",0,Partial College,Skilled Manual,1,1,0-1 Miles
11723,64,Luke,Coleman,03-Apr-87,S,M,"$70,000.00",0,Partial College,Skilled Manual,0,1,2-5 Miles
11724,65,Jason,Carter,30-Dec-84,S,M,"$70,000.00",0,Partial College,Skilled Manual,0,1,2-5 Miles
11725,612,Jose,Li,08-Dec-92,S,M,"$70,000.00",0,Partial College,Skilled Manual,0,1,0-1 Miles
11726,612,Micah,Liang,22-Mar-64,S,M,"$70,000.00",0,Partial College,Skilled Manual,0,1,2-5 Miles
11727,343,Benjamin,Taylor,19-Sep-69,S,M,"$60,000.00",0,Graduate Degree,Professional,0,1,0-1 Miles
11728,553,Logan,White,03-Mar-94,M,M,"$60,000.00",0,Partial College,Skilled Manual,1,1,2-5 Miles
11729,623,Caleb,Campbell,03-Nov-91,M,M,"$60,000.00",0,Partial College,Skilled Manual,1,1,2-5 Miles
11730,634,Emma,Torres,23-May-80,M,F,"$60,000.00",0,Partial College,Skilled Manual,1,1,2-5 Miles
11731,302,Tanya,Gill,13-Jun-91,M,F,"$60,000.00",0,Partial College,Skilled Manual,1,1,2-5 Miles
11732,525,Erick,Sanchez,04-May-97,M,M,"$60,000.00",0,Partial College,Skilled Manual,1,1,2-5 Miles
11733,311,Kristi,Schmidt,18-Oct-99,M,F,"$60,000.00",0,Partial College,Skilled Manual,1,1,2-5 Miles
11734,312,Omar,Chen,28-Dec-76,M,M,"$60,000.00",0,Partial College,Skilled Manual,0,1,0-1 Miles
11735,626,Sydney,Gray,20-Sep-75,M,F,"$60,000.00",0,Partial College,Skilled Manual,1,1,0-1 Miles
11736,322,Sebastian,Sanchez,15-Sep-62,M,M,"$60,000.00",0,Partial College,Skilled Manual,0,1,0-1 Miles
